upper|lower|rain|month|yr|monthF
1454|9.3|7.5|3.5|12|1990|12
1455|9.3|2.8|4.3|12|1990|12
1456|9.3|4|14.5|12|1990|12
1457|12.5|3.8|6.8|12|1990|12
1458|6.5|3|0.1|12|1990|12
1459|10.3|6.3|4.5|12|1990|12
1460|8.8|2.8|8.8|12|1990|12
1461|9.5|3.8|0.2|12|1990|12
1462|9|1.3|1.4|1|1991|1
1463|12.8|2.5|8.2|1|1991|1
1464|12.8|6|4.9|1|1991|1
1465|9|3|3|1|1991|1
1466|9.3|2.3|4.6|1|1991|1
1467|9.8|3.3|1.5|1|1991|1
1468|8|4.5|5.7|1|1991|1
1469|8.3|4|0.1|1|1991|1
1470|11|2.5|9.5|1|1991|1
1471|11.3|5|16.4|1|1991|1
1472|8.5|4.5|4.9|1|1991|1
1473|6.8|-0.8|2.4|1|1991|1
1474|5.5|-2.8|0|1|1991|1
1475|4.8|-2.5|0|1|1991|1
1476|5.3|-1.3|0|1|1991|1
1477|4.3|-4|0|1|1991|1
1478|6.8|-2.5|0.1|1|1991|1
1479|7.5|5.8|0.6|1|1991|1
1480|8.5|2.3|7.2|1|1991|1
1481|7.3|1.3|0.1|1|1991|1
1482|9.5|5.5|0|1|1991|1
1483|9|0.8|0|1|1991|1
1484|5.3|1.8|0|1|1991|1
1485|5.3|-1.3|0|1|1991|1
1486|4.3|0.5|0|1|1991|1
1487|2.3|0.5|0|1|1991|1
1488|3|0.5|0.5|1|1991|1
1489|3.8|1.5|0.2|1|1991|1
1490|4.3|0.5|0|1|1991|1
1491|1.5|0|0|1|1991|1
1492|1.5|0.1|0|1|1991|1
1493|2.5|-1|0.5|2|1991|2
1494|5.5|-2.5|1.2|2|1991|2
1495|4|-3.5|0|2|1991|2
1496|2.5|-5|0|2|1991|2
1497|2.5|-3|0|2|1991|2
1498|2.3|-2.8|0|2|1991|2
1499|-0.5|-8.3|0.8|2|1991|2
1500|-3.5|-6.3|5.2|2|1991|2
1501|-2.5|-7.5|1.2|2|1991|2
1502|-2.5|-8.3|0.4|2|1991|2
1503|1.3|-4.3|0|2|1991|2
1504|1.5|-4.8|0|2|1991|2
1505|2.5|-2.3|2.5|2|1991|2
1506|2.8|-4.3|0|2|1991|2
1507|6.3|-2.8|5.5|2|1991|2
1508|8.5|-1.3|0.3|2|1991|2
1509|6.8|0.3|0.1|2|1991|2
1510|6.5|-1|0|2|1991|2
1511|6.5|-5|0|2|1991|2
1512|3.8|-2.5|0|2|1991|2
1513|6.5|3.3|1|2|1991|2
1514|7.5|2.5|2.1|2|1991|2
1515|11|6|5.2|2|1991|2
1516|12|8.8|0|2|1991|2
1517|11.8|-0.3|1.3|2|1991|2
1518|10.8|3.3|0.1|2|1991|2
1519|10|2|2.1|2|1991|2
1520|8.5|1.5|17.5|2|1991|2
1521|8|-1.3|0|3|1991|3
1522|8|-2|0|3|1991|3
1523|8|2.3|0.5|3|1991|3
1524|11.8|0|0|3|1991|3
1525|10.5|7|1.5|3|1991|3
1526|11|8.5|6.8|3|1991|3
1527|14.5|8|4.4|3|1991|3
1528|14.8|8|3.7|3|1991|3
1529|14|8.3|0.1|3|1991|3
1530|11|7.3|0.1|3|1991|3
1531|10.8|8|1.6|3|1991|3
1532|12|8.8|0.2|3|1991|3
1533|12.5|2.8|0|3|1991|3
1534|18.5|3.8|0.1|3|1991|3
1535|14.3|7|0.4|3|1991|3
1536|11|8.3|0.2|3|1991|3
1537|13.5|7.5|7.3|3|1991|3
1538|11.5|3.3|0.2|3|1991|3
1539|12.8|8.8|2.6|3|1991|3
1540|15.3|10|0.6|3|1991|3
1541|12.3|6.8|0.6|3|1991|3
1542|12.8|0.8|0|3|1991|3
1543|10.3|0|1.2|3|1991|3
1544|9.8|-1.5|0.1|3|1991|3
1545|10.8|3|0|3|1991|3
1546|11.3|4.8|0|3|1991|3
1547|8|1.3|0|3|1991|3
1548|13.3|2|0|3|1991|3
1549|14.5|5.3|0|3|1991|3
1550|11.8|-3|0|3|1991|3
1551|14|5.8|0|3|1991|3
1552|15.5|-2.5|0|4|1991|4
1553|11.8|9.3|1.6|4|1991|4
1554|10.8|3.3|0.9|4|1991|4
1555|12.5|5.3|1.4|4|1991|4
1556|14.5|4.3|6.3|4|1991|4
1557|10.5|2.5|0.1|4|1991|4
1558|10.3|6|4.6|4|1991|4
1559|12.3|6.8|0.2|4|1991|4
1560|14.5|6.5|0|4|1991|4
1561|14|6|0|4|1991|4
1562|18.3|7.8|0|4|1991|4
1563|20|8|0|4|1991|4
1564|20|7.5|0|4|1991|4
1565|18.5|4.5|0|4|1991|4
1566|13|7|0|4|1991|4
1567|16.3|3.5|0|4|1991|4
1568|11.8|0.5|0|4|1991|4
1569|8.5|0|0|4|1991|4
1570|9|1|6.6|4|1991|4
1571|9|3|1.3|4|1991|4
1572|7.8|-3.3|0|4|1991|4
1573|10.8|4.5|1.1|4|1991|4
1574|11.3|-2|0|4|1991|4
1575|12.3|5.8|0|4|1991|4
1576|13.5|2.8|0|4|1991|4
1577|12|3.3|0.5|4|1991|4
1578|15.5|1.8|0|4|1991|4
1579|15|0.8|0|4|1991|4
1580|15|3.8|0|4|1991|4
1581|10|6.3|30.3|4|1991|4
1582|8.8|4.8|1.8|5|1991|5
1583|10.8|1.8|0.5|5|1991|5
1584|11.5|2|0|5|1991|5
1585|12|4.5|3.8|5|1991|5
1586|12|5.3|3.2|5|1991|5
1587|10.5|3.5|0|5|1991|5
1588|11.3|5|0.1|5|1991|5
1589|13|5.8|0|5|1991|5
1590|14.5|-1.8|0|5|1991|5
1591|15|-1|0|5|1991|5
1592|17.3|4.5|0|5|1991|5
1593|15|3.8|0|5|1991|5
1594|19.3|9.3|0|5|1991|5
1595|19.8|8.3|0.1|5|1991|5
1596|16.5|4.8|0|5|1991|5
1597|15|7.8|0.6|5|1991|5
1598|12.3|7.3|2.3|5|1991|5
1599|10.2|8.3|0.4|5|1991|5
1600|14|9.3|0.2|5|1991|5
1601|17|10.8|0|5|1991|5
1602|21|10|0|5|1991|5
1603|23.5|10|0|5|1991|5
1604|20.3|7|0|5|1991|5
1605|18.3|6|0|5|1991|5
1606|19.8|7|0|5|1991|5
1607|21|11|0|5|1991|5
1608|18|7|0|5|1991|5
1609|20.5|9.3|0|5|1991|5
1610|12.3|8.3|0|5|1991|5
1611|16|8.8|0|5|1991|5
1612|16.5|7.8|0|5|1991|5
1613|13.3|7.5|0|6|1991|6
1614|14.8|1.5|0|6|1991|6
1615|15|6.8|1.9|6|1991|6
1616|14.5|2|0|6|1991|6
1617|15.8|0.8|0|6|1991|6
1618|15|9.3|7.1|6|1991|6
1619|17.8|10.3|0.4|6|1991|6
1620|16.5|10|2.6|6|1991|6
1621|16|11.3|2.3|6|1991|6
1622|17.8|11|1.1|6|1991|6
1623|17.5|6.5|0.4|6|1991|6
1624|16|12.3|2.7|6|1991|6
1625|18.8|10.3|0.6|6|1991|6
1626|17|8.5|0|6|1991|6
1627|17.8|8.5|8.2|6|1991|6
1628|16|8.3|0.6|6|1991|6
1629|15.8|9|0|6|1991|6
1630|15.8|7|0|6|1991|6
1631|14.5|8.5|0.9|6|1991|6
1632|17.3|8.8|1|6|1991|6
1633|18.8|10|0|6|1991|6
1634|21|11.5|0|6|1991|6
1635|18.3|10.5|0|6|1991|6
1636|15|11.5|17.2|6|1991|6
1637|16.5|12.8|8.7|6|1991|6
1638|18|10|6.1|6|1991|6
1639|17.3|8.8|17.1|6|1991|6
1640|18.5|10.3|3.3|6|1991|6
1641|19.5|8|0|6|1991|6
1642|20.5|12.5|1.8|6|1991|6
1643|21.5|13.5|2.1|7|1991|7
1644|20.5|10|0.1|7|1991|7
1645|19.8|14.3|15.3|7|1991|7
1646|24.5|13.3|0|7|1991|7
1647|27.3|15.8|0|7|1991|7
1648|27.3|16.8|10.1|7|1991|7
1649|23.3|12|0|7|1991|7
1650|25.3|15.5|0.1|7|1991|7
1651|19.5|13.5|0.3|7|1991|7
1652|22|8.5|0|7|1991|7
1653|25|14.3|0|7|1991|7
1654|26|12.5|0.3|7|1991|7
1655|19.5|14|0.3|7|1991|7
1656|18.5|12|0|7|1991|7
1657|22.8|13.8|0|7|1991|7
1658|21|12.8|0.1|7|1991|7
1659|20.5|10|0.6|7|1991|7
1660|20|12.5|17.5|7|1991|7
1661|23|13|0.5|7|1991|7
1662|20|13.5|0|7|1991|7
1663|21.8|13.5|0|7|1991|7
1664|26.5|9.5|0|7|1991|7
1665|24|14.5|0|7|1991|7
1666|26.7|13.4|0.8|7|1991|7
1667|17.7|12.8|6.8|7|1991|7
1668|21.3|12.6|0|7|1991|7
1669|18.5|12.1|0|7|1991|7
1670|23.5|12.3|0|7|1991|7
1671|25.8|13.3|0|7|1991|7
1672|28|16.8|0.2|7|1991|7
1673|20.8|13.5|19.3|7|1991|7
1674|22.4|10.6|0|8|1991|8
1675|23.6|12.2|6.3|8|1991|8
1676|23.3|15.3|0|8|1991|8
1677|23|13.5|0|8|1991|8
1678|24|14.5|0|8|1991|8
1679|22.8|16.3|0.2|8|1991|8
1680|21.5|14.5|0|8|1991|8
1681|20|13.3|4.9|8|1991|8
1682|22.5|9.5|0|8|1991|8
1683|24|17.3|0|8|1991|8
1684|25.5|17|0|8|1991|8
1685|21.3|12.5|0.6|8|1991|8
1686|22.3|14.3|0|8|1991|8
1687|23|15.8|0|8|1991|8
1688|24.5|11|0|8|1991|8
1689|32.8|14.5|0|8|1991|8
1690|22.8|13.8|0|8|1991|8
1691|22.5|8.5|0|8|1991|8
1692|20.5|6.8|0|8|1991|8
1693|24|14.5|0|8|1991|8
1694|25.5|13.3|0|8|1991|8
1695|26.5|16.8|0|8|1991|8
1696|23.5|12.5|4.9|8|1991|8
1697|17.3|11.8|3.9|8|1991|8
1698|22.3|9.5|0|8|1991|8
1699|24.3|9.5|0|8|1991|8
1700|26.3|19|0|8|1991|8
1701|25.3|12.8|0|8|1991|8
1702|24|9|0|8|1991|8
1703|23.5|10.5|0|8|1991|8
1704|24.5|10|0|8|1991|8
1705|26.3|10.3|0|9|1991|9
1706|28.3|13.8|0|9|1991|9
1707|25.8|12.5|0|9|1991|9
1708|25.3|11.8|0|9|1991|9
1709|27|14|0|9|1991|9
1710|24.8|13.8|0|9|1991|9
1711|20.5|4.5|0|9|1991|9
1712|21.5|5.5|0|9|1991|9
1713|24|6|0|9|1991|9
1714|23.8|7.8|0|9|1991|9
1715|24.5|9.8|0|9|1991|9
1716|18.8|10.5|0|9|1991|9
1717|21.5|4.8|0|9|1991|9
1718|22.3|10|0|9|1991|9
1719|23.5|14.3|6.7|9|1991|9
1720|21|10.8|3.7|9|1991|9
1721|20.3|10.5|2.5|9|1991|9
1722|21|12.3|0.4|9|1991|9
1723|20.3|3.8|0.2|9|1991|9
1724|18.5|3|0|9|1991|9
1725|19.8|4.5|0|9|1991|9
1726|23.5|10.8|7.2|9|1991|9
1727|17.5|11.3|0|9|1991|9
1728|19.5|15.8|0|9|1991|9
1729|18|11.5|3.1|9|1991|9
1730|17.8|2.5|0|9|1991|9
1731|17|9.5|5.9|9|1991|9
1732|12.5|3.3|0.2|9|1991|9
1733|14|11.5|14.1|9|1991|9
1734|15.5|6.3|0.5|9|1991|9
1735|14.3|9.8|0.4|10|1991|10
1736|16|7|0|10|1991|10
1737|16.5|12|0|10|1991|10
1738|17.3|6|0.6|10|1991|10
1739|16.5|5|0|10|1991|10
1740|14|3.8|2|10|1991|10
1741|13.5|5.5|0|10|1991|10
1742|15.5|4.8|0|10|1991|10
1743|14.8|7|0.2|10|1991|10
1744|16|8.3|0.5|10|1991|10
1745|19.5|12|0|10|1991|10
1746|20.5|10.3|1.3|10|1991|10
1747|16.3|5|0.1|10|1991|10
1748|16.5|6|0.4|10|1991|10
1749|15.5|9.8|0|10|1991|10
1750|15.5|10|0.7|10|1991|10
1751|15.8|7.3|1.8|10|1991|10
1752|10.8|6.5|0|10|1991|10
1753|9.6|2|0.3|10|1991|10
1754|9.2|1.8|0|10|1991|10
1755|8.8|1.3|0|10|1991|10
1756|10.8|-0.3|0|10|1991|10
1757|11.3|-0.8|0|10|1991|10
1758|9.8|6.8|0|10|1991|10
1759|10.5|7|0|10|1991|10
1760|11|7.3|0|10|1991|10
1761|10.8|7.5|0|10|1991|10
1762|12.5|6.8|0.3|10|1991|10
1763|13|8.5|1.1|10|1991|10
1764|13.3|9.3|7.9|10|1991|10
1765|12.8|3.3|0.2|10|1991|10
1766|15|11.5|4.1|11|1991|11
1767|15.5|10|4.6|11|1991|11
1768|14.3|7.5|7.9|11|1991|11
1769|10|3|1.9|11|1991|11
1770|9|2.8|0|11|1991|11
1771|7.3|-0.3|0|11|1991|11
1772|12.8|4.8|0|11|1991|11
1773|13|9.8|0.6|11|1991|11
1774|10.5|2.8|1.2|11|1991|11
1775|8.3|-2|0|11|1991|11
1776|11|2.3|2.6|11|1991|11
1777|9.5|0|0.1|11|1991|11
1778|10|3.8|6.7|11|1991|11
1779|8|0.5|0.5|11|1991|11
1780|7.3|1.8|0|11|1991|11
1781|9|-4|0|11|1991|11
1782|8.8|-1.5|0|11|1991|11
1783|8.8|2.8|0.9|11|1991|11
1784|12|4|18.8|11|1991|11
1785|7.8|3.5|13|11|1991|11
1786|7.5|-3|0|11|1991|11
1787|8|-1.5|0.1|11|1991|11
1788|9.1|4.8|0|11|1991|11
1789|9.8|0.3|0|11|1991|11
1790|10.5|5|0|11|1991|11
1791|10.5|6|0.5|11|1991|11
1792|12.3|8.5|0|11|1991|11
1793|11.3|8.5|0|11|1991|11
1794|12|9.3|0|11|1991|11
1795|12.5|6.8|0|11|1991|11
1796|8.8|7.3|0.3|12|1991|12
1797|10|6|0|12|1991|12
1798|8.8|6.8|0|12|1991|12
1799|7.8|4.5|0|12|1991|12
1800|7|4.9|0|12|1991|12
1801|7.5|-2.8|0|12|1991|12
1802|6.8|-5|0|12|1991|12
1803|5|-5.3|0|12|1991|12
1804|5.3|-5|0|12|1991|12
1805|3.8|-3.8|0|12|1991|12
1806|3|-8.8|0|12|1991|12
1807|0.5|-10.5|0|12|1991|12
1808|-0.2|-9.2|0|12|1991|12
1809|7.2|-5.3|0|12|1991|12
1810|-1.8|-7.1|0|12|1991|12
1811|7|-5.3|1.4|12|1991|12
1812|10.5|4.3|1.4|12|1991|12
1813|11.3|4.5|5.9|12|1991|12
1814|12.3|5.8|1.6|12|1991|12
1815|12.8|3.3|0|12|1991|12
1816|11|3.8|0.2|12|1991|12
1817|13.3|9.8|0.9|12|1991|12
1818|13.5|11.5|0|12|1991|12
1819|13|2.5|0.3|12|1991|12
1820|7|-2.3|0|12|1991|12
1821|9.3|0.3|0|12|1991|12
1822|11|2.3|0|12|1991|12
1823|8|-0.5|0|12|1991|12
1824|6.5|0.8|0|12|1991|12
1825|7.8|4.5|0|12|1991|12
1826|7.2|4.5|0.2|12|1991|12
1827|9.1|4.3|0|1|1992|1
1828|10.5|4.5|0|1|1992|1
1829|11|8|0|1|1992|1
1830|11.5|6|1.2|1|1992|1
1831|11.8|6.3|1.4|1|1992|1
1832|13.3|10.3|0|1|1992|1
1833|11.8|5.8|0|1|1992|1
1834|11.5|6|1.4|1|1992|1
1835|11.8|6.3|3.4|1|1992|1
1836|7.8|2.3|0.3|1|1992|1
1837|7|-1.8|0|1|1992|1
1838|4.3|-4.8|0|1|1992|1
1839|5|-3.3|0.4|1|1992|1
1840|5.5|-0.8|0|1|1992|1
1841|5.3|3.3|0|1|1992|1
1842|5.5|1.5|0|1|1992|1
1843|6|-1.8|0|1|1992|1
1844|4|-0.3|0|1|1992|1
1845|8|0|0|1|1992|1
1846|8.5|4.5|0.3|1|1992|1
1847|5|-1.8|0|1|1992|1
1848|3.3|-6.5|0|1|1992|1
1849|3.5|-7.5|0|1|1992|1
1850|-1.8|-8.5|0|1|1992|1
1851|0.8|-6.3|0|1|1992|1
1852|6.5|-0.3|3|1|1992|1
1853|6.5|1|0|1|1992|1
1854|5.5|-2.8|0|1|1992|1
1855|6.3|0.3|0|1|1992|1
1856|7.8|-2|0|1|1992|1
1857|3.3|-1.3|0.2|1|1992|1
1858|3.3|-1.3|0|2|1992|2
1859|2|-2.3|0|2|1992|2
1860|8.5|-0.8|0.7|2|1992|2
1861|10|3.5|0.2|2|1992|2
1862|13|6.5|0|2|1992|2
1863|10.5|7.5|0|2|1992|2
1864|10|3|0|2|1992|2
1865|9|-3.5|0|2|1992|2
1866|9|1|0.5|2|1992|2
1867|9.8|2.3|2|2|1992|2
1868|9|4.5|9.8|2|1992|2
1869|10|8.3|0.3|2|1992|2
1870|11.8|3.8|2.8|2|1992|2
1871|9.8|4.3|0|2|1992|2
1872|10.5|6.3|1.5|2|1992|2
1873|9.3|2|0|2|1992|2
1874|6.8|-2|0|2|1992|2
1875|6|0|1.3|2|1992|2
1876|5|-0.5|0.5|2|1992|2
1877|4|-5.8|0|2|1992|2
1878|5.3|-5.8|0|2|1992|2
1879|7.3|0|0|2|1992|2
1880|9.3|5|0.1|2|1992|2
1881|11|2.5|0|2|1992|2
1882|11|-2.3|0|2|1992|2
1883|6.3|-0.5|0|2|1992|2
1884|12.4|6.2|0|2|1992|2
1885|13.8|5.5|1.1|2|1992|2
1886|8.2|2.5|0|2|1992|2
1887|14.3|1|0|3|1992|3
1888|9.5|2|5.8|3|1992|3
1889|10|5.3|0.4|3|1992|3
1890|12|5.5|0|3|1992|3
1891|13.5|1|0|3|1992|3
1892|10.5|4.5|0.7|3|1992|3
1893|13.5|5.5|0|3|1992|3
1894|12.3|5|0.2|3|1992|3
1895|10.8|-2|0|3|1992|3
1896|11.5|5|0.2|3|1992|3
1897|12.8|3|3|3|1992|3
1898|10.3|6.3|0.2|3|1992|3
1899|11|8.5|1.2|3|1992|3
1900|12|4.3|0.3|3|1992|3
1901|11.5|6|0.4|3|1992|3
1902|12.8|7.5|2.5|3|1992|3
1903|13.5|8.3|0|3|1992|3
1904|13.3|8|0|3|1992|3
1905|13.3|3.3|0|3|1992|3
1906|14.8|6.8|0|3|1992|3
1907|14.5|6.8|1.5|3|1992|3
1908|13.3|7.3|3.7|3|1992|3
1909|14.5|3|2.4|3|1992|3
1910|8.8|4.3|0.9|3|1992|3
1911|9.3|4.5|2.3|3|1992|3
1912|8.5|4.5|5.7|3|1992|3
1913|8.8|3.8|1.2|3|1992|3
1914|7.8|1.8|0.5|3|1992|3
1915|9.8|5.5|0.4|3|1992|3
1916|9.5|2|12.8|3|1992|3
1917|7.8|4|8.1|3|1992|3
1918|9|1|0|4|1992|4
1919|11.5|2.8|0.1|4|1992|4
1920|8.8|3|0|4|1992|4
1921|8.3|-0.5|0|4|1992|4
1922|10.5|-1|0|4|1992|4
1923|12.5|4.3|1.6|4|1992|4
1924|8.5|5|3.8|4|1992|4
1925|11.5|4.5|4.9|4|1992|4
1926|17|1.5|0|4|1992|4
1927|17.5|-1|0|4|1992|4
1928|16.9|0.8|0|4|1992|4
1929|17.1|7.5|0|4|1992|4
1930|14.3|4.3|0.2|4|1992|4
1931|12.5|6.8|0|4|1992|4
1932|9.5|2.8|18.1|4|1992|4
1933|8.5|1.8|4.4|4|1992|4
1934|10|4.3|5|4|1992|4
1935|16.3|8.3|0.1|4|1992|4
1936|17|9|0|4|1992|4
1937|16.3|6.8|0|4|1992|4
1938|17.5|9.5|0|4|1992|4
1939|16|5.8|0|4|1992|4
1940|15.3|7.3|0.5|4|1992|4
1941|15|6.5|0|4|1992|4
1942|14|7|2.7|4|1992|4
1943|14.8|9.5|0.4|4|1992|4
1944|13.8|7.5|1.2|4|1992|4
1945|14.3|6.3|16|4|1992|4
1946|13.5|4|2.5|4|1992|4
1947|12.8|5.3|0.8|4|1992|4
1948|13.5|7.5|10.3|5|1992|5
1949|13.5|4.8|0|5|1992|5
1950|13.3|0.5|1.1|5|1992|5
1951|15|3.3|0|5|1992|5
1952|17.5|9|0|5|1992|5
1953|13.8|3.3|0|5|1992|5
1954|20|9.5|0|5|1992|5
1955|19.4|8.5|0|5|1992|5
1956|13.5|6.3|1.1|5|1992|5
1957|15.3|3.8|14.7|5|1992|5
1958|14|7|0.2|5|1992|5
1959|14.3|9.5|0.2|5|1992|5
1960|17|8.8|0|5|1992|5
1961|23|10.3|0|5|1992|5
1962|30.5|11|0.4|5|1992|5
1963|21|9|0|5|1992|5
1964|21.5|4.5|0|5|1992|5
1965|19|5.3|0|5|1992|5
1966|21.8|8|0|5|1992|5
1967|26.8|7|0|5|1992|5
1968|26.8|7|0|5|1992|5
1969|26.5|7.5|0|5|1992|5
1970|25.8|10.8|0|5|1992|5
1971|26|11.5|0|5|1992|5
1972|26.8|9.8|0|5|1992|5
1973|25.5|12.8|0|5|1992|5
1974|26.5|10.5|0|5|1992|5
1975|22.8|14.8|0|5|1992|5
1976|24.5|13.8|10|5|1992|5
1977|19|13.3|11.7|5|1992|5
1978|20.3|7.5|0|5|1992|5
1979|23.8|13.5|5.7|6|1992|6
1980|18.5|12|4|6|1992|6
1981|20|10|0|6|1992|6
1982|20|9|0.1|6|1992|6
1983|15.8|9.5|0.2|6|1992|6
1984|14.5|9.5|4|6|1992|6
1985|22.5|13|3.9|6|1992|6
1986|18.5|11.8|0|6|1992|6
1987|21|8.3|0|6|1992|6
1988|22|8.5|0|6|1992|6
1989|23.5|8.8|0.2|6|1992|6
1990|22.3|9.5|0|6|1992|6
1991|23.5|9.3|0|6|1992|6
1992|25.8|9.3|0|6|1992|6
1993|26.5|8.8|0|6|1992|6
1994|27.5|13.8|0.2|6|1992|6
1995|21.3|9.3|0|6|1992|6
1996|20.8|5.8|0|6|1992|6
1997|18.5|6|0|6|1992|6
1998|16.7|9.1|5.4|6|1992|6
1999|21.1|9.4|0|6|1992|6
2000|23.5|11|0|6|1992|6
2001|22.5|12.3|0.5|6|1992|6
2002|20.5|10|0|6|1992|6
2003|22.5|9.5|0|6|1992|6
2004|23.8|9.3|0|6|1992|6
2005|25.8|13.5|0|6|1992|6
2006|26.8|9.5|0|6|1992|6
2007|27.5|10.8|0|6|1992|6
2008|29.5|16.3|1.7|6|1992|6
2009|23.5|16.3|2|7|1992|7
2010|17.3|12|7.3|7|1992|7
2011|18.5|13.3|1.9|7|1992|7
2012|16.8|13.5|7.9|7|1992|7
2013|19|10.8|6.3|7|1992|7
2014|20|13.8|0|7|1992|7
2015|22.8|8|0|7|1992|7
2016|20.8|9|0|7|1992|7
2017|17.5|14.8|0.4|7|1992|7
2018|20|12.5|1.2|7|1992|7
2019|18.5|11.8|0.5|7|1992|7
2020|18|13.5|2.9|7|1992|7
2021|20.5|13.8|0.2|7|1992|7
2022|19.5|14.8|2.6|7|1992|7
2023|20.5|14.3|0|7|1992|7
2024|22|16|1.3|7|1992|7
2025|23.8|16.3|1.2|7|1992|7
2026|23.8|15|0.2|7|1992|7
2027|23|15.8|0|7|1992|7
2028|22.1|14|0|7|1992|7
2029|24|15.6|37|7|1992|7
2030|23.3|10|0|7|1992|7
2031|23.4|10.5|0|7|1992|7
2032|24|13.8|0|7|1992|7
2033|23.8|11|0|7|1992|7
2034|22|14.5|0|7|1992|7
2035|19.8|12|0.2|7|1992|7
2036|20.6|7.8|0|7|1992|7
2037|22.5|7.3|0|7|1992|7
2038|26.5|10.8|0|7|1992|7
2039|26.4|13|0|7|1992|7
2040|27.8|10|0|8|1992|8
2041|26.8|14.8|0|8|1992|8
2042|21.5|15.5|0.8|8|1992|8
2043|22|12|0|8|1992|8
2044|22.5|14.5|0|8|1992|8
2045|22.5|14.3|0.5|8|1992|8
2046|24|12|0|8|1992|8
2047|27.3|17.3|0.4|8|1992|8
2048|25.8|17.5|9.1|8|1992|8
2049|23.5|13.5|7.7|8|1992|8
2050|22.8|12|4.4|8|1992|8
2051|19.8|13.5|6.6|8|1992|8
2052|18.8|12.8|1.5|8|1992|8
2053|15.5|9.8|22.7|8|1992|8
2054|19.3|7.3|0|8|1992|8
2055|21.3|14.3|4.8|8|1992|8
2056|19.8|10.8|0|8|1992|8
2057|20.5|11|1.1|8|1992|8
2058|19.3|12.3|0|8|1992|8
2059|22|15.3|1.9|8|1992|8
2060|19.5|11.3|7|8|1992|8
2061|22.5|11.8|0.3|8|1992|8
2062|19.3|9.3|0.8|8|1992|8
2063|18.5|12.8|3.3|8|1992|8
2064|18.8|14.8|18.4|8|1992|8
2065|22.5|12.8|0|8|1992|8
2066|18.5|14|0.8|8|1992|8
2067|20.8|15.3|1.2|8|1992|8
2068|20.3|9.5|0|8|1992|8
2069|22.5|11.5|8.4|8|1992|8
2070|17.4|7|1.2|8|1992|8
2071|17|8.8|0.2|9|1992|9
2072|15.8|11.5|1.9|9|1992|9
2073|20.5|11.8|0.7|9|1992|9
2074|16.3|8.3|3.3|9|1992|9
2075|16|5.3|0|9|1992|9
2076|15.5|4.8|0.4|9|1992|9
2077|17.3|10.8|3.4|9|1992|9
2078|16|7.5|0|9|1992|9
2079|15.5|8.5|0|9|1992|9
2080|17|10|0|9|1992|9
2081|20|11|1.4|9|1992|9
2082|17.5|8|0.2|9|1992|9
2083|17.3|11|0|9|1992|9
2084|15.1|6.5|2.6|9|1992|9
2085|18.5|9.3|0|9|1992|9
2086|18.5|6.5|0|9|1992|9
2087|20|10.8|0|9|1992|9
2088|22|14.5|2|9|1992|9
2089|19|13.5|0.4|9|1992|9
2090|17.8|9.8|0.1|9|1992|9
2091|19.3|10.5|1.5|9|1992|9
2092|18|14|0.7|9|1992|9
2093|17|11.5|44.5|9|1992|9
2094|16|10|6.3|9|1992|9
2095|16|9.3|3.7|9|1992|9
2096|14.5|9|4.1|9|1992|9
2097|23.3|11.3|0.1|9|1992|9
2098|22.5|11|0|9|1992|9
2099|21.5|10.8|0|9|1992|9
2100|20.5|12.3|1|9|1992|9
2101|16.5|5.5|2.2|10|1992|10
2102|16|5.5|0|10|1992|10
2103|17.5|10.3|9.1|10|1992|10
2104|14.8|11|0.9|10|1992|10
2105|16.5|10|0|10|1992|10
2106|14|10|0|10|1992|10
2107|13.5|9.5|0|10|1992|10
2108|14.9|9.4|0|10|1992|10
2109|14.3|4.8|0|10|1992|10
2110|15|5.3|0|10|1992|10
2111|12|5|0|10|1992|10
2112|13|8.5|0|10|1992|10
2113|12.5|0.5|0|10|1992|10
2114|13.6|-0.8|0|10|1992|10
2115|11.8|3|2.5|10|1992|10
2116|9|0|0|10|1992|10
2117|8.3|-1.5|0|10|1992|10
2118|8.8|1.8|0|10|1992|10
2119|11|1.5|0|10|1992|10
2120|9.5|6.5|16.5|10|1992|10
2121|10.5|3|2.7|10|1992|10
2122|9|1.8|1|10|1992|10
2123|9.8|5|0|10|1992|10
2124|11|3.5|0.2|10|1992|10
2125|12.5|5|6.3|10|1992|10
2126|12.5|2|1.7|10|1992|10
2127|10|3.5|1|10|1992|10
2128|10.5|2.5|6.1|10|1992|10
2129|10.5|4.3|1.4|10|1992|10
2130|9.3|-2.5|0|10|1992|10
2131|9.5|-1.5|0|10|1992|10
2132|11|3.8|0|11|1992|11
2133|14|10.5|7.6|11|1992|11
2134|13.8|4.8|2.9|11|1992|11
2135|11|2.5|0|11|1992|11
2136|13.5|7.3|0|11|1992|11
2137|15|6|0|11|1992|11
2138|16.5|9.8|0|11|1992|11
2139|13|9.3|0|11|1992|11
2140|11.5|7|0.6|11|1992|11
2141|11.5|5.3|10.8|11|1992|11
2142|13|6|7.4|11|1992|11
2143|10|4.5|0|11|1992|11
2144|8.8|0.5|0|11|1992|11
2145|6.8|-3.5|0|11|1992|11
2146|9|3|11.2|11|1992|11
2147|9.8|4.8|0.8|11|1992|11
2148|8.3|2|3.6|11|1992|11
2149|7.5|1|1.2|11|1992|11
2150|12.8|5.5|3.8|11|1992|11
2151|9.8|2.3|1.2|11|1992|11
2152|8.3|0.5|0|11|1992|11
